rank,selected,detector,archetype,n_accounts,exposure_rs,effort_hours,confidence,why_flagged,is_genuine_fraud_VALIDATION_ONLY
160,False,fraudar,shared_infra_promo_abuse,2,0.0,0.8,0.5,"2 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
161,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
162,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
163,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
164,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
165,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
166,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
167,False,fraudar,shared_infra_promo_abuse,2,0.0,0.8,0.5,"2 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
168,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
169,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
170,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
171,False,fraudar,shared_infra_promo_abuse,2,0.0,0.8,0.5,"2 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
172,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
173,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
174,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
175,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
176,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
177,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
178,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
179,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
180,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
181,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
182,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
183,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
184,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
185,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
186,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
187,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
188,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
189,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
190,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
191,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
192,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
193,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
194,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
195,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
196,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
197,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
198,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
199,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
200,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
201,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
202,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
203,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
204,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
205,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
206,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
207,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
208,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
209,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
210,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
211,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
212,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
213,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
214,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
215,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
216,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
217,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
218,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
219,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
220,False,fraudar,shared_infra_promo_abuse,3,0.0,1.2,0.6,"3 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
221,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
222,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
223,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
224,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
225,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
226,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
227,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
228,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
229,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
230,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
231,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
232,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
233,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
234,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
235,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
236,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
237,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
238,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
239,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
240,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
241,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
242,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
243,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
244,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
245,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
246,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
247,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
248,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
249,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
250,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
251,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
252,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
253,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
254,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
255,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
256,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
257,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
258,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
259,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
260,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
261,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
262,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
263,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
264,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
265,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
266,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
267,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
268,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
269,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
270,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
271,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
272,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
273,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
274,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
275,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
276,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
277,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
278,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
279,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
280,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
281,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
282,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
283,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
284,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
285,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
286,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
287,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
288,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
289,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
290,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
291,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
292,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
293,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
294,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
295,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
296,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
297,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
298,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
299,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
300,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
301,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
302,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
303,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
304,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
305,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
306,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
307,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
308,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",True
309,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
310,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
311,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
312,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
313,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
314,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
315,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
316,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
317,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
318,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
319,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
320,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
321,False,fraudar,shared_infra_promo_abuse,1,0.0,0.4,0.4,"1 accounts cluster together via shared devices/IPs, below the population's normal sharing baseline (FRAUDAR-lite density signal)",False
