account_id,flagged_by_detector,archetype,is_true_fraud,risk_score,velocity_txn_per_day,max_amount_zscore,new_counterparty_fraction,n_transactions
customer_663892faab,fraudar,shared_infra_promo_abuse,False,0.438,0.35,1.63,0.97,29
customer_c9479f24f2,fraudar,shared_infra_promo_abuse,False,0.438,0.3,1.61,1.0,26
customer_6f6975ac53,copycatch,lockstep_chargeback_ring,True,0.436,0.44,2.26,0.5,2
customer_fb56f00eef,fraudar,shared_infra_promo_abuse,False,0.435,0.24,1.62,1.0,21
customer_1c541e2809,fraudar,shared_infra_promo_abuse,False,0.434,0.31,1.68,0.92,26
customer_9f495c5f47,copycatch,lockstep_chargeback_ring,True,0.429,0.07,2.42,0.5,4
customer_f3aaf2ac5a,fraudar,shared_infra_promo_abuse,False,0.429,0.29,1.61,0.96,24
customer_c7663e7f92,fraudar,shared_infra_promo_abuse,False,0.429,0.27,1.62,0.96,23
customer_5e90e2d43f,fraudar,shared_infra_promo_abuse,True,0.428,0.31,1.58,0.96,25
customer_013479041d,fraudar,shared_infra_promo_abuse,False,0.427,0.38,1.53,0.97,30
customer_c9e214e082,fraudar,shared_infra_promo_abuse,True,0.423,0.29,1.61,0.92,26
customer_c84c65feed,fraudar,shared_infra_promo_abuse,False,0.423,0.35,1.52,0.97,30
customer_ac3103e178,copycatch,lockstep_chargeback_ring,True,0.421,0.03,2.38,0.5,2
customer_89eb3ba395,fraudar,shared_infra_promo_abuse,False,0.42,0.28,1.6,0.92,25
customer_9d7dfda680,copycatch,lockstep_chargeback_ring,True,0.42,0.29,1.6,0.92,25
customer_35e121a537,fraudar,shared_infra_promo_abuse,False,0.419,0.33,1.44,1.0,27
customer_abf9c00ce4,fraudar,shared_infra_promo_abuse,False,0.419,0.35,1.53,0.93,30
customer_f547977c53,fraudar,shared_infra_promo_abuse,False,0.419,0.31,1.46,1.0,27
customer_6053c8e5a0,copycatch,lockstep_chargeback_ring,True,0.416,0.19,1.81,0.8,15
customer_a17a9bee5a,fraudar,shared_infra_promo_abuse,False,0.414,0.21,1.48,1.0,18
customer_5d194db73c,fraudar,shared_infra_promo_abuse,False,0.413,0.27,1.44,1.0,22
customer_b6f2c51eb6,copycatch,lockstep_chargeback_ring,True,0.412,0.15,1.62,0.92,12
customer_b3c7040263,fraudar,shared_infra_promo_abuse,False,0.412,0.31,1.51,0.93,27
customer_4fcf63d7f1,fraudar,shared_infra_promo_abuse,False,0.41,0.27,1.48,0.96,24
customer_4de9ffc171,fraudar,shared_infra_promo_abuse,False,0.409,0.33,1.37,1.0,28
customer_41f9fde7de,copycatch,lockstep_chargeback_ring,True,0.408,0.19,1.54,0.93,15
customer_dad1035954,copycatch,lockstep_chargeback_ring,True,0.406,0.08,2.39,0.4,5
customer_9cf3d88687,fraudar,shared_infra_promo_abuse,False,0.403,0.31,1.41,0.95,22
customer_cc3270d4ee,fraudar,shared_infra_promo_abuse,False,0.403,0.37,1.35,0.97,30
customer_1ccb96cef6,fraudar,shared_infra_promo_abuse,True,0.402,0.29,1.46,0.92,25
customer_868c4b717d,fraudar,shared_infra_promo_abuse,False,0.402,0.37,1.29,1.0,32
customer_480bf7b4b4,fraudar,shared_infra_promo_abuse,False,0.399,0.28,1.4,0.95,21
customer_b33f96f081,fraudar,shared_infra_promo_abuse,False,0.391,0.28,1.33,0.96,24
customer_1e2ea61979,fraudar,shared_infra_promo_abuse,False,0.39,0.32,1.24,1.0,27
customer_13dc1d2f58,copycatch,lockstep_chargeback_ring,True,0.389,1.0,0.82,1.0,1
customer_fd0d990fb4,fraudar,shared_infra_promo_abuse,False,0.385,0.35,1.38,0.87,30
customer_45b1409cd1,copycatch,lockstep_chargeback_ring,True,0.384,0.05,2.35,0.33,3
customer_dbb5eb7c58,fraudar,shared_infra_promo_abuse,False,0.384,0.37,1.26,0.94,32
customer_fd774ad038,copycatch,lockstep_chargeback_ring,True,0.382,0.08,2.44,0.25,4
customer_6797b2b7cb,fraudar,shared_infra_promo_abuse,False,0.375,0.36,1.15,0.97,31
customer_e5feb8639b,copycatch,lockstep_chargeback_ring,True,0.374,0.09,2.0,0.5,2
customer_7d3f83c5bd,copycatch,lockstep_chargeback_ring,True,0.364,0.3,1.12,0.96,24
customer_e15573bc42,copycatch,lockstep_chargeback_ring,True,0.363,0.03,1.95,0.5,2
customer_f7f9544f3f,fraudar,shared_infra_promo_abuse,False,0.359,0.35,1.04,0.97,29
customer_b1d9d37997,copycatch,lockstep_chargeback_ring,True,0.359,0.04,2.16,0.33,3
customer_990ca3af77,fraudar,shared_infra_promo_abuse,True,0.358,0.36,1.14,0.88,26
customer_939c4c7d9b,copycatch,lockstep_chargeback_ring,True,0.357,0.04,2.15,0.33,3
customer_10599c2533,fraudar,shared_infra_promo_abuse,False,0.355,0.29,0.99,1.0,25
customer_f7a7eddec3,fraudar,shared_infra_promo_abuse,False,0.352,0.36,0.97,0.97,31
customer_9f921f5ccc,fraudar,shared_infra_promo_abuse,False,0.352,0.32,1.0,0.96,28
customer_b8f16f4bca,fraudar,shared_infra_promo_abuse,False,0.351,0.36,0.97,0.97,32
customer_9f4fcd1cf7,fraudar,shared_infra_promo_abuse,False,0.347,0.24,0.95,1.0,21
customer_71076194a9,fraudar,shared_infra_promo_abuse,False,0.342,0.2,1.04,0.94,16
customer_304b9baaa8,fraudar,shared_infra_promo_abuse,False,0.34,0.28,0.88,1.0,21
customer_d7f844c12b,fraudar,shared_infra_promo_abuse,False,0.338,0.38,0.9,0.94,33
customer_eb04993188,fraudar,shared_infra_promo_abuse,True,0.337,0.36,0.99,0.88,26
customer_be3ea5a496,fraudar,shared_infra_promo_abuse,False,0.336,0.26,0.86,1.0,21
customer_558fee5d55,copycatch,lockstep_chargeback_ring,True,0.334,0.08,1.71,0.5,4
customer_9af7adcefb,fraudar,shared_infra_promo_abuse,False,0.333,0.2,0.87,1.0,16
customer_e48061df33,fraudar,shared_infra_promo_abuse,True,0.332,0.18,1.16,0.81,16
customer_700a7c4346,fraudar,shared_infra_promo_abuse,False,0.332,0.29,0.94,0.92,24
customer_44e9243dfa,fraudar,shared_infra_promo_abuse,False,0.331,0.34,0.84,0.96,28
customer_fef1949737,copycatch,lockstep_chargeback_ring,True,0.331,0.3,0.92,0.92,26
customer_c25636a049,copycatch,lockstep_chargeback_ring,True,0.33,0.29,0.86,0.96,24
customer_128ebf5b68,fraudar,shared_infra_promo_abuse,True,0.33,0.2,1.23,0.75,16
customer_e66f4c3725,copycatch,lockstep_chargeback_ring,True,0.323,0.05,1.89,0.33,3
customer_a0adfff59c,fraudar,shared_infra_promo_abuse,True,0.321,0.33,0.92,0.86,28
customer_6d4894c851,fraudar,shared_infra_promo_abuse,True,0.32,0.33,0.76,0.96,27
customer_279efc858d,fraudar,shared_infra_promo_abuse,False,0.32,0.25,0.75,1.0,21
customer_791c0a5476,fraudar,shared_infra_promo_abuse,False,0.317,0.36,0.85,0.87,31
customer_b1325351d9,copycatch,lockstep_chargeback_ring,True,0.316,1.0,0.27,1.0,1
customer_4290b5b75b,copycatch,lockstep_chargeback_ring,True,0.315,0.04,1.84,0.33,3
customer_e0df46cec8,copycatch,lockstep_chargeback_ring,True,0.315,0.08,1.31,0.67,3
customer_519f4c46ca,copycatch,lockstep_chargeback_ring,True,0.314,0.16,0.88,0.92,12
customer_bf66f1c660,copycatch,lockstep_chargeback_ring,True,0.311,0.09,1.53,0.5,2
customer_d634f24350,fraudar,shared_infra_promo_abuse,False,0.309,0.33,0.62,1.0,27
customer_8495236ce9,copycatch,lockstep_chargeback_ring,True,0.306,0.05,1.76,0.33,3
customer_19d210550b,fraudar,shared_infra_promo_abuse,False,0.305,0.31,0.6,1.0,26
customer_c1b82836af,fraudar,shared_infra_promo_abuse,True,0.305,0.2,1.04,0.75,16
customer_7f4ef3bfbb,fraudar,shared_infra_promo_abuse,True,0.304,0.36,0.68,0.93,27
customer_e08e609b49,fraudar,shared_infra_promo_abuse,False,0.301,0.31,0.62,0.96,27
customer_a1f23286ec,fraudar,shared_infra_promo_abuse,False,0.297,0.29,0.62,0.95,22
customer_fc4f1531d8,fraudar,shared_infra_promo_abuse,True,0.296,0.31,0.71,0.88,26
customer_8ce08d99b6,copycatch,lockstep_chargeback_ring,True,0.293,0.05,1.67,0.33,3
customer_041e8b4ae6,fraudar,shared_infra_promo_abuse,False,0.288,0.3,0.48,1.0,25
customer_b907fe6905,fraudar,shared_infra_promo_abuse,True,0.276,0.3,0.51,0.92,25
customer_1b31f301ad,fraudar,shared_infra_promo_abuse,False,0.275,0.36,0.5,0.9,30
customer_f4335a9e73,fraudar,shared_infra_promo_abuse,True,0.268,0.2,0.52,0.92,12
customer_e4836cba4e,copycatch,lockstep_chargeback_ring,True,0.267,0.15,0.41,1.0,11
customer_9c92aef517,fraudar,shared_infra_promo_abuse,True,0.267,0.37,0.39,0.92,26
customer_9923dba636,fraudar,shared_infra_promo_abuse,False,0.267,0.33,0.38,0.95,20
customer_3429e19687,fraudar,shared_infra_promo_abuse,True,0.264,0.34,0.44,0.89,27
customer_3e2a7c639f,fraudar,shared_infra_promo_abuse,True,0.264,0.16,0.51,0.92,12
customer_a6442a165b,fraudar,shared_infra_promo_abuse,False,0.26,0.25,0.3,1.0,22
customer_1844d263f0,fraudar,shared_infra_promo_abuse,False,0.258,0.35,0.37,0.9,31
customer_9c51e5a7ce,fraudar,shared_infra_promo_abuse,True,0.256,0.33,0.39,0.88,26
customer_c18f308b65,fraudar,shared_infra_promo_abuse,True,0.252,0.17,0.39,0.93,14
customer_0b918ee076,fraudar,shared_infra_promo_abuse,True,0.247,0.19,0.56,0.79,14
customer_957cca739b,copycatch,lockstep_chargeback_ring,True,0.239,0.07,1.38,0.25,4
customer_3f9dbcd90e,fraudar,shared_infra_promo_abuse,True,0.235,0.16,0.29,0.92,12
customer_176d8f5e55,fraudar,shared_infra_promo_abuse,True,0.235,0.34,0.28,0.85,27
customer_9467977a3f,fraudar,shared_infra_promo_abuse,True,0.23,0.16,0.25,0.92,13
customer_fdd66e739d,fraudar,shared_infra_promo_abuse,True,0.217,0.19,0.41,0.73,15
customer_f6b017d657,fraudar,shared_infra_promo_abuse,True,0.216,0.15,0.25,0.85,13
customer_7645c9774a,fraudar,shared_infra_promo_abuse,True,0.207,0.17,0.18,0.85,13
customer_ec20621e27,fraudar,shared_infra_promo_abuse,True,0.202,0.23,-0.03,0.92,12
customer_87c0da9f7e,fraudar,shared_infra_promo_abuse,True,0.2,0.19,0.28,0.73,15
customer_730fdd8cf1,fraudar,shared_infra_promo_abuse,True,0.184,0.18,-0.05,0.85,13
customer_cb79405e2e,copycatch,lockstep_chargeback_ring,True,0.183,0.09,0.57,0.5,2
customer_4d2163cbcf,fraudar,shared_infra_promo_abuse,True,0.182,0.16,-0.04,0.85,13
customer_712451de19,fraudar,shared_infra_promo_abuse,True,0.17,0.19,0.06,0.73,15
customer_f303b05052,fraudar,shared_infra_promo_abuse,True,0.163,0.2,-0.09,0.73,15
customer_abf301e477,fraudar,shared_infra_promo_abuse,True,0.16,0.21,-0.04,0.71,14
customer_7ee6f62b98,fraudar,shared_infra_promo_abuse,True,0.139,0.07,-0.48,0.67,3
customer_34e8f2a008,fraudar,shared_infra_promo_abuse,True,0.113,0.17,-0.45,0.5,2
customer_576cf57610,fraudar,shared_infra_promo_abuse,True,0.109,0.12,-0.37,0.5,2
customer_64eb7beaab,fraudar,shared_infra_promo_abuse,True,0.108,0.1,-0.21,0.5,4
customer_d9fbc583a9,fraudar,shared_infra_promo_abuse,True,0.108,0.1,-0.45,0.5,2
customer_5f8a1d1a78,fraudar,shared_infra_promo_abuse,True,0.108,0.09,-0.45,0.5,4
customer_8d55b308c5,fraudar,shared_infra_promo_abuse,True,0.107,0.09,-0.38,0.5,2
customer_a79d19b497,fraudar,shared_infra_promo_abuse,True,0.107,0.09,-0.36,0.5,4
customer_43c880fc9b,fraudar,shared_infra_promo_abuse,True,0.105,0.06,-0.23,0.5,4
customer_1cc1a48d02,fraudar,shared_infra_promo_abuse,True,0.105,0.06,-0.39,0.5,2
customer_504c048e17,fraudar,shared_infra_promo_abuse,True,0.103,0.03,-0.22,0.5,2
customer_916f1ad044,fraudar,shared_infra_promo_abuse,True,0.103,0.04,-0.25,0.5,2
customer_860254584f,fraudar,shared_infra_promo_abuse,True,0.1,0.08,0.1,0.4,5
customer_20423ded21,fraudar,shared_infra_promo_abuse,True,0.079,0.16,-0.43,0.33,3
customer_f16d8a046e,fraudar,shared_infra_promo_abuse,True,0.075,0.11,-0.28,0.33,3
customer_c417468bca,fraudar,shared_infra_promo_abuse,True,0.074,0.09,-0.52,0.33,3
customer_80bae70f36,fraudar,shared_infra_promo_abuse,True,0.074,0.1,-0.36,0.33,3
customer_a9dcaff8b8,fraudar,shared_infra_promo_abuse,True,0.074,0.09,-0.2,0.33,6
customer_42578b981e,fraudar,shared_infra_promo_abuse,True,0.073,0.08,-0.22,0.33,3
customer_e693a5896d,fraudar,shared_infra_promo_abuse,True,0.073,0.07,-0.26,0.33,3
customer_0cebd20dd0,fraudar,shared_infra_promo_abuse,True,0.072,0.07,-0.58,0.33,3
customer_9cb9d3f679,fraudar,shared_infra_promo_abuse,True,0.072,0.06,-0.37,0.33,3
customer_259059ee10,fraudar,shared_infra_promo_abuse,True,0.071,0.06,-0.32,0.33,3
customer_24a8a1dd0b,fraudar,shared_infra_promo_abuse,True,0.071,0.05,-0.19,0.33,3
customer_f3d8e7f72a,fraudar,shared_infra_promo_abuse,True,0.07,0.04,-0.21,0.33,3
customer_808ef4a502,fraudar,shared_infra_promo_abuse,True,0.07,0.05,-0.24,0.33,3
customer_172a85ee43,fraudar,shared_infra_promo_abuse,True,0.07,0.05,-0.2,0.33,3
customer_a50f588aae,fraudar,shared_infra_promo_abuse,True,0.07,0.04,-0.23,0.33,3
customer_0e99b27e9a,fraudar,shared_infra_promo_abuse,True,0.061,0.14,-0.36,0.25,4
customer_684d32cf3c,fraudar,shared_infra_promo_abuse,True,0.055,0.07,-0.29,0.25,4
customer_d64f24d531,fraudar,shared_infra_promo_abuse,True,0.05,0.12,-0.25,0.2,5
customer_afc31634e7,fraudar,shared_infra_promo_abuse,True,0.049,0.11,-0.22,0.2,5
customer_871c72218c,fraudar,shared_infra_promo_abuse,True,0.048,0.1,-0.42,0.2,5
customer_17fc78bf0f,fraudar,shared_infra_promo_abuse,True,0.048,0.09,-0.26,0.2,5
customer_3dc4b1b351,fraudar,shared_infra_promo_abuse,True,0.047,0.09,-0.39,0.2,5
customer_4aecb3719a,fraudar,shared_infra_promo_abuse,True,0.046,0.07,-0.21,0.2,5
customer_6d3e1d57c4,fraudar,shared_infra_promo_abuse,True,0.046,0.08,-0.24,0.2,5
customer_49a3c7578e,fraudar,shared_infra_promo_abuse,True,0.046,0.07,-0.25,0.2,5
customer_71adf4d4a0,fraudar,shared_infra_promo_abuse,True,0.046,0.07,-0.2,0.2,5
