account_id,flagged_by_detector,archetype,is_true_fraud,risk_score,velocity_txn_per_day,max_amount_zscore,new_counterparty_fraction,n_transactions
customer_9a5c1182f6,fraudar,shared_infra_promo_abuse,False,0.559,0.3,2.51,1.0,26
customer_1deeb12af8,fraudar,shared_infra_promo_abuse,False,0.558,0.28,2.58,0.96,24
customer_b6357787d8,fraudar,shared_infra_promo_abuse,False,0.555,0.38,2.52,0.94,34
customer_55b23abc93,fraudar,shared_infra_promo_abuse,False,0.553,0.38,2.42,1.0,31
customer_b70efac0f1,fraudar,shared_infra_promo_abuse,False,0.552,0.28,2.54,0.95,22
customer_098c5c7207,fraudar,shared_infra_promo_abuse,False,0.551,0.38,2.41,1.0,32
customer_1756c5379a,copycatch,lockstep_chargeback_ring,True,0.549,0.3,2.55,0.92,25
customer_58274d1c9f,fraudar,shared_infra_promo_abuse,False,0.549,0.26,2.59,0.91,23
customer_987d167593,fraudar,shared_infra_promo_abuse,False,0.549,0.34,2.42,1.0,27
merchant_85f53ab991,fraudar,shared_infra_promo_abuse,False,0.549,1.28,1.91,0.96,115
customer_5ed9d32403,fraudar,shared_infra_promo_abuse,False,0.547,0.27,2.5,0.96,24
customer_46c2cf2e12,fraudar,shared_infra_promo_abuse,False,0.547,0.42,2.39,0.97,37
merchant_e4a3cb293e,fraudar,shared_infra_promo_abuse,False,0.545,1.21,1.9,0.97,107
customer_8171a24aab,fraudar,shared_infra_promo_abuse,False,0.545,0.34,2.44,0.97,30
customer_8dc224bcc5,fraudar,shared_infra_promo_abuse,False,0.544,0.28,2.41,1.0,25
customer_3a74850148,fraudar,shared_infra_promo_abuse,False,0.543,0.32,2.38,1.0,28
customer_c1b80d4fa3,fraudar,shared_infra_promo_abuse,False,0.543,0.35,2.36,1.0,28
customer_2c32d26622,fraudar,shared_infra_promo_abuse,False,0.543,0.41,2.32,1.0,33
customer_7d1916f998,fraudar,shared_infra_promo_abuse,False,0.542,0.31,2.38,1.0,26
customer_7f5c68d98f,copycatch,lockstep_chargeback_ring,True,0.539,1.0,1.94,1.0,1
customer_b2fe58d5d7,fraudar,shared_infra_promo_abuse,False,0.538,0.52,2.26,0.98,45
customer_dbe006a93e,copycatch,lockstep_chargeback_ring,True,0.535,0.3,2.33,1.0,2
merchant_de2196e214,fraudar,shared_infra_promo_abuse,False,0.533,1.34,1.76,0.95,120
customer_8e20624c64,fraudar,shared_infra_promo_abuse,False,0.531,0.3,2.37,0.96,25
customer_4b6c91f47e,fraudar,shared_infra_promo_abuse,False,0.531,0.28,2.38,0.95,22
customer_7fc2ad85d7,fraudar,shared_infra_promo_abuse,False,0.53,0.33,2.44,0.89,28
customer_0586d73d91,fraudar,shared_infra_promo_abuse,False,0.529,0.39,2.23,1.0,34
customer_16350d6ce6,fraudar,shared_infra_promo_abuse,False,0.529,0.32,2.32,0.96,28
customer_6db3bc159f,fraudar,shared_infra_promo_abuse,False,0.528,0.41,2.34,0.91,35
customer_9d180cfe0e,fraudar,shared_infra_promo_abuse,False,0.527,0.37,2.28,0.96,27
customer_fa6f4124c9,fraudar,shared_infra_promo_abuse,False,0.527,0.44,2.27,0.94,36
customer_b06812e0d1,fraudar,shared_infra_promo_abuse,False,0.526,0.32,2.3,0.96,27
customer_f538203b72,fraudar,shared_infra_promo_abuse,False,0.525,0.32,2.31,0.96,25
customer_aa3615bc95,fraudar,shared_infra_promo_abuse,False,0.524,0.41,2.23,0.97,30
customer_a36f3cb42a,fraudar,shared_infra_promo_abuse,False,0.523,0.36,2.26,0.97,30
customer_f4d89d751d,copycatch,lockstep_chargeback_ring,True,0.523,0.29,2.37,0.92,25
customer_1031aba845,fraudar,shared_infra_promo_abuse,False,0.522,0.44,2.31,0.89,38
customer_86089ac10d,fraudar,shared_infra_promo_abuse,False,0.521,0.42,2.2,0.97,36
customer_e3c31a28b8,fraudar,shared_infra_promo_abuse,False,0.52,0.4,2.21,0.97,33
customer_29065b557b,copycatch,lockstep_chargeback_ring,True,0.52,0.31,2.34,0.92,25
customer_a4a1a4cb8a,copycatch,lockstep_chargeback_ring,True,0.52,0.29,2.39,0.88,26
customer_e100930d03,fraudar,shared_infra_promo_abuse,False,0.519,0.39,2.21,0.97,32
customer_669d476a96,fraudar,shared_infra_promo_abuse,False,0.519,0.37,2.17,1.0,33
customer_0e2cb5ac49,fraudar,shared_infra_promo_abuse,False,0.518,0.32,2.25,0.96,27
merchant_d174e3172c,fraudar,shared_infra_promo_abuse,False,0.518,1.24,1.66,0.99,111
customer_0f2cd8371b,fraudar,shared_infra_promo_abuse,False,0.516,0.32,2.17,1.0,27
customer_911ee92bd6,fraudar,shared_infra_promo_abuse,False,0.516,0.3,2.25,0.96,27
customer_c34e82fd70,fraudar,shared_infra_promo_abuse,False,0.515,0.38,2.19,0.97,29
customer_97616b5147,fraudar,shared_infra_promo_abuse,False,0.514,0.3,2.24,0.96,23
customer_1e364ee7c9,fraudar,shared_infra_promo_abuse,False,0.513,0.31,2.16,1.0,26
customer_a307d902f4,fraudar,shared_infra_promo_abuse,False,0.513,0.29,2.18,1.0,25
customer_ad7e33a907,copycatch,lockstep_chargeback_ring,True,0.512,0.22,2.44,0.85,13
customer_cc2df3546a,fraudar,shared_infra_promo_abuse,False,0.512,0.23,2.2,1.0,20
customer_c69f55cde7,fraudar,shared_infra_promo_abuse,False,0.511,0.41,2.18,0.94,31
customer_409d0ef855,copycatch,lockstep_chargeback_ring,True,0.511,1.0,1.73,1.0,1
customer_afa60dd57d,fraudar,shared_infra_promo_abuse,False,0.51,0.38,2.14,0.97,31
customer_15c082d205,fraudar,shared_infra_promo_abuse,False,0.51,0.36,2.16,0.97,32
customer_d7397303a5,fraudar,shared_infra_promo_abuse,False,0.509,0.45,2.13,0.95,38
customer_7c28b7f759,fraudar,shared_infra_promo_abuse,False,0.509,0.36,2.21,0.93,28
customer_bc3ae75395,fraudar,shared_infra_promo_abuse,False,0.509,0.22,2.27,0.95,19
customer_b269d74992,fraudar,shared_infra_promo_abuse,False,0.507,0.32,2.11,1.0,27
customer_cf41dbae82,fraudar,shared_infra_promo_abuse,False,0.507,0.35,2.25,0.9,29
customer_618a17e9b4,fraudar,shared_infra_promo_abuse,False,0.506,0.44,2.03,1.0,38
customer_a249c8d693,fraudar,shared_infra_promo_abuse,False,0.505,0.26,2.14,1.0,21
customer_35d9b8e23b,copycatch,lockstep_chargeback_ring,True,0.505,0.3,2.27,0.89,27
customer_67f28470a6,fraudar,shared_infra_promo_abuse,False,0.504,0.29,2.1,1.0,25
customer_df5eb6295c,copycatch,lockstep_chargeback_ring,True,0.503,0.31,2.2,0.93,27
customer_7a89f72229,copycatch,lockstep_chargeback_ring,True,0.502,1.0,1.67,1.0,1
customer_112e230995,fraudar,shared_infra_promo_abuse,False,0.501,0.46,2.07,0.94,34
customer_41aec04d9b,fraudar,shared_infra_promo_abuse,False,0.501,0.33,2.21,0.9,29
customer_33e1f5e9e9,fraudar,shared_infra_promo_abuse,False,0.5,0.37,2.03,1.0,27
customer_f2ac06d762,fraudar,shared_infra_promo_abuse,False,0.5,0.4,2.06,0.97,33
customer_6287e018a1,fraudar,shared_infra_promo_abuse,False,0.499,0.39,2.06,0.97,32
customer_2b450c9199,copycatch,lockstep_chargeback_ring,True,0.497,0.29,2.17,0.92,26
customer_803527ae9a,copycatch,lockstep_chargeback_ring,True,0.497,0.16,2.25,0.92,12
customer_eb69bb02e0,copycatch,lockstep_chargeback_ring,True,0.496,0.32,2.19,0.89,28
customer_423e780572,fraudar,shared_infra_promo_abuse,False,0.495,0.31,2.09,0.96,25
customer_8b9c94ca41,fraudar,shared_infra_promo_abuse,False,0.494,0.31,2.13,0.93,27
customer_99495a2698,fraudar,shared_infra_promo_abuse,False,0.494,0.32,2.01,1.0,28
customer_42ad8ad758,fraudar,shared_infra_promo_abuse,False,0.494,0.34,2.05,0.97,29
customer_ace1f722e1,fraudar,shared_infra_promo_abuse,False,0.494,0.31,2.02,1.0,27
customer_b0564fcd8c,fraudar,shared_infra_promo_abuse,False,0.493,0.36,2.08,0.93,30
customer_6b35aa6494,copycatch,lockstep_chargeback_ring,True,0.493,0.22,2.3,0.85,13
customer_b2e9d5ad97,copycatch,lockstep_chargeback_ring,True,0.491,0.22,2.37,0.79,14
customer_a7b9659de5,fraudar,shared_infra_promo_abuse,False,0.49,0.27,2.01,1.0,23
customer_916aeb2c3d,fraudar,shared_infra_promo_abuse,False,0.49,0.38,1.99,0.97,32
customer_298e30f7e1,copycatch,lockstep_chargeback_ring,True,0.488,0.3,2.1,0.92,26
customer_dafbaf4cc9,copycatch,lockstep_chargeback_ring,True,0.488,0.33,2.19,0.85,27
customer_f24fdd5c9c,copycatch,lockstep_chargeback_ring,True,0.488,1.0,1.56,1.0,1
customer_c1294acfb1,fraudar,shared_infra_promo_abuse,False,0.487,0.31,1.97,1.0,25
customer_cdfb443daf,fraudar,shared_infra_promo_abuse,False,0.487,0.31,1.97,1.0,24
customer_7500bccf55,fraudar,shared_infra_promo_abuse,False,0.486,0.37,1.92,1.0,31
customer_7a6b6c1c9b,fraudar,shared_infra_promo_abuse,False,0.486,0.4,1.91,1.0,35
customer_0a172a00cd,fraudar,shared_infra_promo_abuse,False,0.485,0.24,1.99,1.0,21
customer_b3ec7c2346,fraudar,shared_infra_promo_abuse,False,0.485,0.39,2.0,0.94,33
customer_ffb42bbb1f,fraudar,shared_infra_promo_abuse,False,0.484,0.29,1.95,1.0,25
customer_fdc77cab1f,fraudar,shared_infra_promo_abuse,False,0.483,0.34,1.92,1.0,29
customer_1bccb4ed9a,fraudar,shared_infra_promo_abuse,True,0.483,0.34,2.09,0.89,27
customer_32f8f63689,copycatch,lockstep_chargeback_ring,True,0.482,0.27,2.01,0.96,24
customer_fbd8af45bb,fraudar,shared_infra_promo_abuse,False,0.482,0.3,1.93,1.0,27
customer_50c3daa2ef,fraudar,shared_infra_promo_abuse,False,0.481,0.27,2.01,0.95,22
customer_d0a0e62ac9,fraudar,shared_infra_promo_abuse,False,0.48,0.28,1.99,0.96,24
customer_0da6d13151,fraudar,shared_infra_promo_abuse,False,0.479,0.37,2.03,0.9,29
customer_54b5a6bd62,copycatch,lockstep_chargeback_ring,True,0.479,0.33,2.06,0.89,27
customer_b7c9da1e50,fraudar,shared_infra_promo_abuse,False,0.478,0.31,1.96,0.96,26
customer_6eb04d8cf4,fraudar,shared_infra_promo_abuse,False,0.476,0.39,1.88,0.97,32
customer_10f64c6349,copycatch,lockstep_chargeback_ring,True,0.475,1.0,1.47,1.0,1
customer_38dcc60eda,fraudar,shared_infra_promo_abuse,False,0.474,0.46,1.85,0.95,41
customer_00fe1d0617,fraudar,shared_infra_promo_abuse,False,0.474,0.35,1.84,1.0,31
customer_9fa0c9fc63,fraudar,shared_infra_promo_abuse,False,0.473,0.37,1.82,1.0,32
customer_3226198347,fraudar,shared_infra_promo_abuse,False,0.47,0.33,1.83,1.0,29
customer_de96193010,copycatch,lockstep_chargeback_ring,True,0.469,0.3,1.94,0.93,27
customer_13c387dfbf,fraudar,shared_infra_promo_abuse,False,0.469,0.34,1.81,1.0,29
customer_59272f6a81,fraudar,shared_infra_promo_abuse,True,0.469,0.29,1.9,0.96,25
customer_1306e08259,fraudar,shared_infra_promo_abuse,False,0.468,0.4,1.86,0.94,31
customer_711f879abd,fraudar,shared_infra_promo_abuse,False,0.468,0.31,1.82,1.0,25
customer_2195acda94,fraudar,shared_infra_promo_abuse,False,0.468,0.28,1.91,0.96,24
customer_7f64c5beee,copycatch,lockstep_chargeback_ring,True,0.466,0.29,1.88,0.96,25
customer_be75f31195,fraudar,shared_infra_promo_abuse,False,0.465,0.34,1.78,1.0,30
customer_a70f219fbe,fraudar,shared_infra_promo_abuse,False,0.463,0.25,1.89,0.95,20
customer_e4e2a31a59,fraudar,shared_infra_promo_abuse,False,0.459,0.33,1.86,0.93,27
customer_6fd4ff87e6,fraudar,shared_infra_promo_abuse,False,0.458,0.37,1.77,0.96,27
customer_be2807f4b0,fraudar,shared_infra_promo_abuse,False,0.458,0.34,1.73,1.0,28
customer_8b960f210e,fraudar,shared_infra_promo_abuse,False,0.458,0.29,1.82,0.96,25
customer_f4af54a669,fraudar,shared_infra_promo_abuse,False,0.457,0.3,1.81,0.96,23
customer_8e761734f0,fraudar,shared_infra_promo_abuse,False,0.456,0.31,1.73,1.0,26
customer_46ee2ca11c,fraudar,shared_infra_promo_abuse,False,0.456,0.36,1.7,1.0,31
customer_1ded6a18ae,fraudar,shared_infra_promo_abuse,False,0.455,0.34,1.7,1.0,30
customer_f87a348f0f,fraudar,shared_infra_promo_abuse,False,0.455,0.3,1.85,0.92,26
customer_6648d13d46,copycatch,lockstep_chargeback_ring,True,0.454,0.04,2.38,0.67,3
customer_fb9aeb789f,fraudar,shared_infra_promo_abuse,False,0.453,0.33,1.69,1.0,27
customer_7c4ad26042,fraudar,shared_infra_promo_abuse,False,0.449,0.47,1.62,0.97,38
customer_7bd2454f6e,fraudar,shared_infra_promo_abuse,False,0.447,0.29,1.87,0.87,23
customer_7a899a3a3c,fraudar,shared_infra_promo_abuse,False,0.446,0.33,1.7,0.96,28
customer_348b3596cb,fraudar,shared_infra_promo_abuse,False,0.446,0.34,1.69,0.96,28
customer_779c93c9b0,copycatch,lockstep_chargeback_ring,True,0.445,0.31,1.78,0.92,25
customer_d4f8b7883c,fraudar,shared_infra_promo_abuse,False,0.445,0.38,1.7,0.94,33
customer_59e9c35c92,fraudar,shared_infra_promo_abuse,False,0.445,0.36,1.73,0.93,29
customer_ddb8c7f7b2,fraudar,shared_infra_promo_abuse,False,0.444,0.35,1.77,0.9,30
customer_a7b524be4c,copycatch,lockstep_chargeback_ring,True,0.442,0.18,1.82,0.92,13
customer_189528e01f,fraudar,shared_infra_promo_abuse,False,0.442,0.38,1.64,0.97,30
customer_d90c7e800e,fraudar,shared_infra_promo_abuse,False,0.442,0.54,1.59,0.93,44
customer_b0767546d0,fraudar,shared_infra_promo_abuse,False,0.442,0.27,1.65,1.0,22
customer_f9bd3aff01,fraudar,shared_infra_promo_abuse,False,0.441,0.28,1.64,1.0,25
customer_c85aaaeddc,fraudar,shared_infra_promo_abuse,False,0.441,0.32,1.72,0.93,28
customer_84f0f197d0,fraudar,shared_infra_promo_abuse,False,0.439,0.35,1.64,0.97,29
customer_5aaebb2ad4,fraudar,shared_infra_promo_abuse,False,0.439,0.37,1.61,0.97,33
customer_a3610bf1f3,fraudar,shared_infra_promo_abuse,False,0.439,0.33,1.65,0.96,26
customer_18344766d1,fraudar,shared_infra_promo_abuse,False,0.439,0.27,1.63,1.0,20
customer_11e8ba20c2,fraudar,shared_infra_promo_abuse,False,0.439,0.24,1.72,0.95,21
customer_663892faab,fraudar,shared_infra_promo_abuse,False,0.438,0.35,1.63,0.97,29
customer_c9479f24f2,fraudar,shared_infra_promo_abuse,False,0.438,0.3,1.61,1.0,26
customer_6f6975ac53,copycatch,lockstep_chargeback_ring,True,0.436,0.44,2.26,0.5,2
customer_fb56f00eef,fraudar,shared_infra_promo_abuse,False,0.435,0.24,1.62,1.0,21
customer_1c541e2809,fraudar,shared_infra_promo_abuse,False,0.434,0.31,1.68,0.92,26
customer_73f105591b,fraudar,shared_infra_promo_abuse,False,0.432,0.29,1.56,1.0,25
customer_01b5dae5cc,fraudar,shared_infra_promo_abuse,False,0.432,0.37,1.52,1.0,32
customer_ee85040257,fraudar,shared_infra_promo_abuse,False,0.431,0.44,1.61,0.91,34
customer_9f495c5f47,copycatch,lockstep_chargeback_ring,True,0.429,0.07,2.42,0.5,4
customer_f3aaf2ac5a,fraudar,shared_infra_promo_abuse,False,0.429,0.29,1.61,0.96,24
customer_c7663e7f92,fraudar,shared_infra_promo_abuse,False,0.429,0.27,1.62,0.96,23
customer_5e90e2d43f,fraudar,shared_infra_promo_abuse,True,0.428,0.31,1.58,0.96,25
customer_013479041d,fraudar,shared_infra_promo_abuse,False,0.427,0.38,1.53,0.97,30
customer_c9e214e082,fraudar,shared_infra_promo_abuse,True,0.423,0.29,1.61,0.92,26
customer_c84c65feed,fraudar,shared_infra_promo_abuse,False,0.423,0.35,1.52,0.97,30
customer_ac3103e178,copycatch,lockstep_chargeback_ring,True,0.421,0.03,2.38,0.5,2
customer_206ff3392b,fraudar,shared_infra_promo_abuse,False,0.421,0.33,1.51,0.97,29
customer_89eb3ba395,fraudar,shared_infra_promo_abuse,False,0.42,0.28,1.6,0.92,25
customer_9d7dfda680,copycatch,lockstep_chargeback_ring,True,0.42,0.29,1.6,0.92,25
customer_ec45b0b6cd,fraudar,shared_infra_promo_abuse,False,0.419,0.38,1.55,0.91,33
customer_35e121a537,fraudar,shared_infra_promo_abuse,False,0.419,0.33,1.44,1.0,27
customer_abf9c00ce4,fraudar,shared_infra_promo_abuse,False,0.419,0.35,1.53,0.93,30
customer_f547977c53,fraudar,shared_infra_promo_abuse,False,0.419,0.31,1.46,1.0,27
customer_baa7e24d43,fraudar,shared_infra_promo_abuse,False,0.418,0.3,1.46,1.0,25
customer_73df9ed94f,fraudar,shared_infra_promo_abuse,False,0.418,0.27,1.47,1.0,23
customer_7a5b904b99,fraudar,shared_infra_promo_abuse,False,0.417,0.41,1.38,1.0,29
customer_6053c8e5a0,copycatch,lockstep_chargeback_ring,True,0.416,0.19,1.81,0.8,15
customer_a17a9bee5a,fraudar,shared_infra_promo_abuse,False,0.414,0.21,1.48,1.0,18
customer_5d194db73c,fraudar,shared_infra_promo_abuse,False,0.413,0.27,1.44,1.0,22
customer_b6f2c51eb6,copycatch,lockstep_chargeback_ring,True,0.412,0.15,1.62,0.92,12
customer_b3c7040263,fraudar,shared_infra_promo_abuse,False,0.412,0.31,1.51,0.93,27
customer_775951b01a,fraudar,shared_infra_promo_abuse,False,0.411,0.24,1.44,1.0,20
customer_99ed2119a9,fraudar,shared_infra_promo_abuse,False,0.41,0.28,1.41,1.0,25
customer_4fcf63d7f1,fraudar,shared_infra_promo_abuse,False,0.41,0.27,1.48,0.96,24
customer_4de9ffc171,fraudar,shared_infra_promo_abuse,False,0.409,0.33,1.37,1.0,28
customer_41f9fde7de,copycatch,lockstep_chargeback_ring,True,0.408,0.19,1.54,0.93,15
customer_d8d9ab350d,fraudar,shared_infra_promo_abuse,False,0.406,0.27,1.45,0.96,23
customer_dad1035954,copycatch,lockstep_chargeback_ring,True,0.406,0.08,2.39,0.4,5
customer_9cf3d88687,fraudar,shared_infra_promo_abuse,False,0.403,0.31,1.41,0.95,22
customer_32cefa0a09,fraudar,shared_infra_promo_abuse,False,0.403,0.21,1.39,1.0,18
customer_bd510044a7,fraudar,shared_infra_promo_abuse,False,0.403,0.37,1.3,1.0,32
customer_cc3270d4ee,fraudar,shared_infra_promo_abuse,False,0.403,0.37,1.35,0.97,30
customer_9e9367ae75,fraudar,shared_infra_promo_abuse,False,0.403,0.19,1.4,1.0,17
customer_1ccb96cef6,fraudar,shared_infra_promo_abuse,True,0.402,0.29,1.46,0.92,25
customer_868c4b717d,fraudar,shared_infra_promo_abuse,False,0.402,0.37,1.29,1.0,32
customer_2f838fcd27,fraudar,shared_infra_promo_abuse,False,0.401,0.35,1.29,1.0,29
customer_480bf7b4b4,fraudar,shared_infra_promo_abuse,False,0.399,0.28,1.4,0.95,21
customer_d05a3f69ff,fraudar,shared_infra_promo_abuse,False,0.399,0.41,1.25,1.0,35
customer_ac6ec96ae8,fraudar,shared_infra_promo_abuse,False,0.392,0.31,1.32,0.96,25
customer_b33f96f081,fraudar,shared_infra_promo_abuse,False,0.391,0.28,1.33,0.96,24
customer_cb4431315b,fraudar,shared_infra_promo_abuse,False,0.391,0.39,1.3,0.94,32
customer_1e2ea61979,fraudar,shared_infra_promo_abuse,False,0.39,0.32,1.24,1.0,27
customer_13dc1d2f58,copycatch,lockstep_chargeback_ring,True,0.389,1.0,0.82,1.0,1
customer_5eb689f434,fraudar,shared_infra_promo_abuse,False,0.388,0.31,1.28,0.96,25
customer_3f5542be31,fraudar,shared_infra_promo_abuse,False,0.385,0.33,1.35,0.89,27
customer_fd0d990fb4,fraudar,shared_infra_promo_abuse,False,0.385,0.35,1.38,0.87,30
customer_dbb5eb7c58,fraudar,shared_infra_promo_abuse,False,0.384,0.37,1.26,0.94,32
customer_45b1409cd1,copycatch,lockstep_chargeback_ring,True,0.384,0.05,2.35,0.33,3
customer_fd774ad038,copycatch,lockstep_chargeback_ring,True,0.382,0.08,2.44,0.25,4
customer_3d369b2842,fraudar,shared_infra_promo_abuse,False,0.377,0.35,1.12,1.0,26
customer_d6728d9c01,fraudar,shared_infra_promo_abuse,False,0.376,0.35,1.1,1.0,28
customer_6797b2b7cb,fraudar,shared_infra_promo_abuse,False,0.375,0.36,1.15,0.97,31
customer_e5feb8639b,copycatch,lockstep_chargeback_ring,True,0.374,0.09,2.0,0.5,2
customer_8fde63951e,fraudar,shared_infra_promo_abuse,False,0.37,0.3,1.15,0.96,26
customer_3bdffe85c5,fraudar,shared_infra_promo_abuse,False,0.369,0.33,1.07,1.0,28
customer_7d3f83c5bd,copycatch,lockstep_chargeback_ring,True,0.364,0.3,1.12,0.96,24
customer_e15573bc42,copycatch,lockstep_chargeback_ring,True,0.363,0.03,1.95,0.5,2
customer_77629e0de9,fraudar,shared_infra_promo_abuse,False,0.36,0.34,1.05,0.97,30
customer_f7f9544f3f,fraudar,shared_infra_promo_abuse,False,0.359,0.35,1.04,0.97,29
customer_b1d9d37997,copycatch,lockstep_chargeback_ring,True,0.359,0.04,2.16,0.33,3
customer_990ca3af77,fraudar,shared_infra_promo_abuse,True,0.358,0.36,1.14,0.88,26
customer_939c4c7d9b,copycatch,lockstep_chargeback_ring,True,0.357,0.04,2.15,0.33,3
customer_43fcda5c79,fraudar,shared_infra_promo_abuse,False,0.355,0.27,1.0,1.0,24
customer_10599c2533,fraudar,shared_infra_promo_abuse,False,0.355,0.29,0.99,1.0,25
customer_9f921f5ccc,fraudar,shared_infra_promo_abuse,False,0.352,0.32,1.0,0.96,28
customer_f7a7eddec3,fraudar,shared_infra_promo_abuse,False,0.352,0.36,0.97,0.97,31
customer_b8f16f4bca,fraudar,shared_infra_promo_abuse,False,0.351,0.36,0.97,0.97,32
customer_9f4fcd1cf7,fraudar,shared_infra_promo_abuse,False,0.347,0.24,0.95,1.0,21
customer_71076194a9,fraudar,shared_infra_promo_abuse,False,0.342,0.2,1.04,0.94,16
customer_1b97a9ebb2,fraudar,shared_infra_promo_abuse,False,0.34,0.38,0.92,0.94,32
customer_304b9baaa8,fraudar,shared_infra_promo_abuse,False,0.34,0.28,0.88,1.0,21
customer_d7f844c12b,fraudar,shared_infra_promo_abuse,False,0.338,0.38,0.9,0.94,33
customer_eb04993188,fraudar,shared_infra_promo_abuse,True,0.337,0.36,0.99,0.88,26
customer_be3ea5a496,fraudar,shared_infra_promo_abuse,False,0.336,0.26,0.86,1.0,21
customer_558fee5d55,copycatch,lockstep_chargeback_ring,True,0.334,0.08,1.71,0.5,4
customer_f4cf7c50cf,fraudar,shared_infra_promo_abuse,False,0.333,0.29,0.82,1.0,23
customer_9af7adcefb,fraudar,shared_infra_promo_abuse,False,0.333,0.2,0.87,1.0,16
customer_e48061df33,fraudar,shared_infra_promo_abuse,True,0.332,0.18,1.16,0.81,16
customer_700a7c4346,fraudar,shared_infra_promo_abuse,False,0.332,0.29,0.94,0.92,24
customer_44e9243dfa,fraudar,shared_infra_promo_abuse,False,0.331,0.34,0.84,0.96,28
customer_fef1949737,copycatch,lockstep_chargeback_ring,True,0.331,0.3,0.92,0.92,26
customer_b016fcbea6,fraudar,shared_infra_promo_abuse,False,0.331,0.35,0.78,1.0,27
customer_c25636a049,copycatch,lockstep_chargeback_ring,True,0.33,0.29,0.86,0.96,24
customer_128ebf5b68,fraudar,shared_infra_promo_abuse,True,0.33,0.2,1.23,0.75,16
customer_48fbec679b,fraudar,shared_infra_promo_abuse,False,0.33,0.32,0.84,0.96,27
customer_f4532f55ae,fraudar,shared_infra_promo_abuse,False,0.328,0.27,0.79,1.0,21
customer_8000e428f1,fraudar,shared_infra_promo_abuse,False,0.324,0.33,0.79,0.96,25
customer_e66f4c3725,copycatch,lockstep_chargeback_ring,True,0.323,0.05,1.89,0.33,3
customer_a0adfff59c,fraudar,shared_infra_promo_abuse,True,0.321,0.33,0.92,0.86,28
customer_279efc858d,fraudar,shared_infra_promo_abuse,False,0.32,0.25,0.75,1.0,21
customer_6d4894c851,fraudar,shared_infra_promo_abuse,True,0.32,0.33,0.76,0.96,27
customer_791c0a5476,fraudar,shared_infra_promo_abuse,False,0.317,0.36,0.85,0.87,31
customer_b1325351d9,copycatch,lockstep_chargeback_ring,True,0.316,1.0,0.27,1.0,1
customer_4290b5b75b,copycatch,lockstep_chargeback_ring,True,0.315,0.04,1.84,0.33,3
customer_e0df46cec8,copycatch,lockstep_chargeback_ring,True,0.315,0.08,1.31,0.67,3
customer_519f4c46ca,copycatch,lockstep_chargeback_ring,True,0.314,0.16,0.88,0.92,12
customer_bf66f1c660,copycatch,lockstep_chargeback_ring,True,0.311,0.09,1.53,0.5,2
customer_d634f24350,fraudar,shared_infra_promo_abuse,False,0.309,0.33,0.62,1.0,27
customer_8495236ce9,copycatch,lockstep_chargeback_ring,True,0.306,0.05,1.76,0.33,3
customer_19d210550b,fraudar,shared_infra_promo_abuse,False,0.305,0.31,0.6,1.0,26
customer_c1b82836af,fraudar,shared_infra_promo_abuse,True,0.305,0.2,1.04,0.75,16
customer_7f4ef3bfbb,fraudar,shared_infra_promo_abuse,True,0.304,0.36,0.68,0.93,27
customer_e08e609b49,fraudar,shared_infra_promo_abuse,False,0.301,0.31,0.62,0.96,27
customer_a1f23286ec,fraudar,shared_infra_promo_abuse,False,0.297,0.29,0.62,0.95,22
customer_fc4f1531d8,fraudar,shared_infra_promo_abuse,True,0.296,0.31,0.71,0.88,26
customer_8ce08d99b6,copycatch,lockstep_chargeback_ring,True,0.293,0.05,1.67,0.33,3
customer_e60f1af6dc,fraudar,shared_infra_promo_abuse,False,0.292,0.3,0.51,1.0,25
customer_041e8b4ae6,fraudar,shared_infra_promo_abuse,False,0.288,0.3,0.48,1.0,25
customer_c08692294a,fraudar,shared_infra_promo_abuse,False,0.281,0.26,0.46,1.0,22
customer_b907fe6905,fraudar,shared_infra_promo_abuse,True,0.276,0.3,0.51,0.92,25
customer_d163e05108,fraudar,shared_infra_promo_abuse,False,0.276,0.35,0.42,0.96,28
customer_1b31f301ad,fraudar,shared_infra_promo_abuse,False,0.275,0.36,0.5,0.9,30
customer_f4335a9e73,fraudar,shared_infra_promo_abuse,True,0.268,0.2,0.52,0.92,12
customer_e4836cba4e,copycatch,lockstep_chargeback_ring,True,0.267,0.15,0.41,1.0,11
customer_9923dba636,fraudar,shared_infra_promo_abuse,False,0.267,0.33,0.38,0.95,20
customer_9c92aef517,fraudar,shared_infra_promo_abuse,True,0.267,0.37,0.39,0.92,26
customer_3429e19687,fraudar,shared_infra_promo_abuse,True,0.264,0.34,0.44,0.89,27
customer_3e2a7c639f,fraudar,shared_infra_promo_abuse,True,0.264,0.16,0.51,0.92,12
customer_a6442a165b,fraudar,shared_infra_promo_abuse,False,0.26,0.25,0.3,1.0,22
customer_1844d263f0,fraudar,shared_infra_promo_abuse,False,0.258,0.35,0.37,0.9,31
customer_9c51e5a7ce,fraudar,shared_infra_promo_abuse,True,0.256,0.33,0.39,0.88,26
customer_c18f308b65,fraudar,shared_infra_promo_abuse,True,0.252,0.17,0.39,0.93,14
customer_0b918ee076,fraudar,shared_infra_promo_abuse,True,0.247,0.19,0.56,0.79,14
customer_ac6db564cb,fraudar,shared_infra_promo_abuse,False,0.243,0.25,0.17,1.0,22
customer_957cca739b,copycatch,lockstep_chargeback_ring,True,0.239,0.07,1.38,0.25,4
